,IBOV,Dol,NDX,SPX,cap,resg,NDX_SPX,Dol_NDX,IBOV_NDX,Dol_SPX
24,25731.9,2.613,1534.49,1203.03,17.208,13.271,1.2755209762017572,0.0017028458966822852,16.769024236065405,0.0021720156604573453
25,26313.5,2.6025,1506.81,1191.99,9.582,6.922,1.2641129539677345,0.0017271586995042509,17.46305108142367,0.0021833236856013895
26,26415.8,2.618,1506.83,1197.01,23.763,14.618,1.2588282470488967,0.0017374222705945595,17.53071016637577,0.002187116231276263
27,26670.5,2.6045,1530.51,1205.3,26.706,21.803,1.2698166431593794,0.0017017203415854844,17.425890716166506,0.0021608728117481126
28,26531.9,2.579,1538.21,1206.14,15.076,9.524,1.2753162982738322,0.0016766241280449354,17.248555138765187,0.0021382260765748584
29,26610.1,2.5855,1547.3,1210.13,20.085,19.015,1.278622957864031,0.0016709752472048086,17.197763846700703,0.0021365473130985926
30,26384.1,2.578,1542.41,1210.34,30.75,12.07,1.2743609233769024,0.001671410325399861,17.105763059108796,0.002129980005618256
31,27090.9,2.5665,1519.29,1200.75,15.062,3.585,1.2652841973766396,0.0016892759117745789,17.831289615544105,0.002137414116177389
32,26756.3,2.5757,1515.4,1201.59,15.998,25.352,1.261162293294718,0.0016996832519466805,17.656262372970833,0.0021435764278996995
33,26853.1,2.5845,1515.4,1201.59,19.945,21.555,1.261162293294718,0.001705490299590867,17.72013989705688,0.002150900057423913
34,26740.1,2.6005,1494.07,1184.16,99.028,22.76,1.26171294419673,0.001740547631637072,17.897488069501428,0.0021960714768274555
35,27198.5,2.5945,1497.09,1190.8,18.165,14.077,1.2572136378904937,0.001733028742426975,18.1675784354982,0.0021787873698354047
36,28436.2,2.6359,1517.71,1200.2,25.186,12.614,1.2645475754040993,0.0017367613048606123,18.736253961560507,0.002196217297117147
37,28425.0,2.6183,1526.9,1211.37,29.427,21.342,1.2604736785622892,0.0017147815836007596,18.61615037003078,0.002161437050612117
38,28139.1,2.5875,1511.02,1203.6,23.845,15.431,1.2554170820870723,0.0017124194252888776,18.622586067689376,0.002149800598205384
39,27730.0,2.6275,1527.25,1210.41,27.239,26.758,1.261762543270462,0.0017204125061384841,18.156817809788837,0.002170752059219603
40,28199.7,2.639,1525.28,1210.08,32.365,61.563,1.2604786460399313,0.001730174131962656,18.488212000419598,0.002180847547269602
41,28668.4,2.681,1511.89,1210.47,113.145,73.632,1.2490107148462994,0.0017732771564068813,18.96196151836443,0.002214842168744372
42,29197.2,2.656,1520.58,1222.13,35.034,7.341,1.2442047899977906,0.0017467019163740153,19.201357376790437,0.00217325489105087
43,29455.4,2.6823,1545.2,1225.31,20.495,8.256,1.2610686275309924,0.0017358917939425318,19.062516179135386,0.0021890786821294203
44,29021.2,2.697,1528.65,1219.43,18.321,27.939,1.2535774911229016,0.0017643018349524089,18.984855918621005,0.0022116890678431727
45,28514.5,2.717,1521.98,1207.01,16.045,69.013,1.260950613499474,0.0017851745752243788,18.735134495854084,0.002251016975832843
46,28567.5,2.713,1524.38,1209.25,29.733,43.695,1.2605995451726277,0.0017797399598525302,18.740405935527885,0.0022435393839156503
47,28074.9,2.7168,1505.64,1200.08,23.769,22.38,1.2546163589094061,0.0018044153981031322,18.64648920060572,0.0022638490767282185
48,28098.9,2.7425,1515.09,1206.83,26.393,17.225,1.2554295136846119,0.0018101234910137354,18.54602696869493,0.0022724824540324654
49,27587.7,2.764,1502.06,1197.75,28.837,36.356,1.2540680442496346,0.0018401395416960706,18.366576568179703,0.0023076601962012102
50,27826.7,2.7623,1486.23,1188.07,40.717,80.596,1.2509616436741944,0.0018585952376146359,18.723010570369325,0.0023250313533714345
51,28085.8,2.7208,1487.63,1190.21,35.767,13.63,1.2498886751077543,0.001828949402741273,18.879560105671434,0.002285983145831408
52,27593.3,2.7145,1484.4,1189.65,22.993,16.532,1.247761946791073,0.00182868499056858,18.58885745082188,0.0022817635438994663
53,27411.3,2.725,1484.45,1183.79,34.746,22.678,1.2539808580913845,0.001835696722691906,18.46562699989895,0.002301928551516739
54,26618.1,2.7406,1465.09,1171.71,28.142,22.948,1.2503861877085627,0.0018706018060323942,18.168235398507942,0.0023389746609655975
55,26248.3,2.7489,1471.77,1172.53,32.75,16.37,1.2552088219491186,0.0018677510752359403,17.834512186007323,0.0023444176268411043
56,26701.9,2.7395,1469.94,1171.42,46.367,39.236,1.2548360109952024,0.001863681510809965,18.165299263915536,0.0023386146727902885
57,26257.3,2.7255,1472.71,1174.28,35.578,29.497,1.2541387062710767,0.0018506698535353191,17.829239972567578,0.002320996695847668
58,25842.1,2.7,1464.34,1165.36,21.262,29.91,1.2565559140523102,0.0018438340822486583,17.647609161806685,0.002316880620580765
59,26469.8,2.6755,1491.74,1181.41,33.995,47.959,1.2626776478953115,0.0017935431107297518,17.744244975666,0.002264666796455083
60,26610.7,2.679,1482.53,1180.59,88.007,29.475,1.255753479192607,0.0018070460631488064,17.949518728120175,0.0022692043808604173
61,26773.8,2.6588,1469.35,1172.92,81.846,40.786,1.2527282338096373,0.00180950760540375,18.221526525334333,0.002266821266582546
62,26406.8,2.641,1476.72,1176.12,65.105,20.608,1.2555861646770738,0.0017884229914946637,17.882062950322336,0.0022455191647110843
63,26038.4,2.6297,1483.75,1181.39,30.224,23.009,1.25593580443376,0.0017723336141533279,17.54904802021904,0.002225937243416653
64,25695.1,2.6015,1480.67,1184.07,48.13,35.089,1.2504919472666314,0.001756974882992159,17.353697988072966,0.0021970829427314267
65,26307.8,2.5931,1499.71,1191.14,89.355,34.165,1.2590543512937185,0.0017290676197398165,17.54192477212261,0.0021769901103144886
66,25884.6,2.585,1485.6,1181.2,29.211,35.713,1.2577040298002031,0.0017400376952073236,17.42366720516963,0.0021884524212665087
67,25899.7,2.5865,1478.55,1181.21,23.144,21.112,1.251724926135065,0.0017493490243819959,17.516959182983328,0.0021897037783290014
68,26206.2,2.5668,1489.16,1187.76,21.166,26.358,1.253754967333468,0.0017236562894517714,17.5979746971447,0.0021610426348757325
69,26066.1,2.561,1461.68,1173.79,38.161,40.28,1.2452653370705153,0.001752093481473373,17.832973017349897,0.0021818212797859926
70,24984.0,2.5899,1441.13,1162.05,61.56,21.29,1.2401617830558067,0.0017971314177069383,17.336395745005653,0.0022287337033690463
71,24655.8,2.6148,1408.59,1142.62,36.312,42.18,1.2327720502004167,0.0018563244095158987,17.503886865588992,0.0022884248481559923
72,24877.0,2.607,1409.98,1145.98,25.101,37.662,1.2303705125743905,0.0018489623966297395,17.643512673938638,0.0022749088116721062
73,25566.2,2.5695,1420.8,1152.78,21.343,40.31,1.2324988289179202,0.0018084881756756759,17.994228603603606,0.002228959558632176
74,25062.4,2.5636,1406.85,1137.5,14.804,52.799,1.2367912087912087,0.0018222269609411098,17.814550236343607,0.002253714285714286
75,24767.1,2.5375,1421.21,1152.12,19.864,16.884,1.2335607402006736,0.0017854504260454121,17.42677014656525,0.0022024615491441865
76,25231.5,2.5243,1437.31,1162.1,17.047,10.948,1.2368212718354703,0.0017562669152792372,17.554668095261288,0.0021721882798382245
77,25304.8,2.536,1420.43,1151.74,12.357,36.272,1.2332904995919218,0.00178537485127743,17.81488704124807,0.0022018858422907946
78,25241.7,2.5146,1423.76,1156.38,12.918,13.165,1.2312215707639356,0.0017661684553576446,17.728900938360397,0.0021745446998391533
79,24439.7,2.5425,1409.29,1143.22,9.685,13.531,1.232737355889505,0.0018040999368476324,17.341852989803378,0.0022239813859099736
80,24843.7,2.528,1420.79,1156.85,11.646,24.421,1.2281540389851753,0.001779291802447934,17.485835345124897,0.0021852444137096427
81,24704.6,2.5105,1423.71,1162.16,14.245,24.499,1.2250550698698974,0.0017633506823721123,17.35226977404106,0.0021602016933984993
82,24715.6,2.4887,1427.61,1161.17,15.958,21.313,1.2294582188654546,0.0017432632161444655,17.312571360525634,0.0021432692887346384
83,25474.5,2.4639,1452.2,1175.65,19.023,22.884,1.235231574022881,0.0016966671257402563,17.54200523343892,0.002095776804321014
84,25435.8,2.4625,1450.16,1172.63,33.806,41.881,1.2366731193982756,0.0016980884867876646,17.53999558669388,0.002099980385969999
85,25589.2,2.457,1456.0,1171.35,21.496,14.041,1.2430102019037863,0.0016875,17.575,0.0020975797157126394
86,25464.8,2.4505,1463.38,1178.84,53.752,48.918,1.2413728750296904,0.0016745479643018215,17.401358498817803,0.0020787384208204676
87,24762.7,2.469,1450.36,1166.22,17.23,22.807,1.2436418514516985,0.0017023359717587357,17.073485203673574,0.0021170962597108606
88,24698.7,2.453,1459.55,1171.11,31.983,24.422,1.2462962488579212,0.0016806549964030009,16.92213353430852,0.002094594017641383
89,24117.3,2.4713,1454.79,1159.36,18.589,18.446,1.2548216257245377,0.001698733150489074,16.577856597859483,0.0021316070935688655
90,23887.4,2.4735,1470.63,1154.05,11.927,70.011,1.2743208699796371,0.0016819322331245792,16.24297069963213,0.0021433213465621077
91,24378.5,2.4755,1480.68,1165.69,11.582,30.63,1.2702176393380744,0.0016718669800361995,16.464394737553015,0.0021236349286688568
92,24412.8,2.4808,1490.14,1173.8,15.772,20.062,1.2695007667405012,0.0016648100178506715,16.382890198236407,0.0021134775941386947
93,24898.1,2.457,1509.26,1185.56,18.359,27.675,1.2730355275144236,0.0016279501212514741,16.496892516862566,0.0020724383413745404
94,24829.0,2.4408,1521.43,1191.08,22.081,18.558,1.2773533263928536,0.0016042801837744753,16.31951519294348,0.0020492326292104643
95,24522.4,2.4417,1528.06,1189.28,223.222,11.243,1.2848614287636217,0.0015979084590919206,16.048060940015446,0.0020530909457823223
96,24214.9,2.4259,1535.22,1193.86,12.549,20.767,1.285929673496055,0.0015801644064042937,15.772918539362438,0.002031980299197561
97,24545.2,2.4276,1540.47,1194.07,12.314,19.049,1.2901002453792492,0.0015758826851545308,15.933578712990192,0.0020330466388067702
98,24478.4,2.4088,1532.71,1190.01,7.423,34.912,1.2879807732708128,0.0015715954094381846,15.970666336097501,0.0020241846707170527
99,25255.5,2.385,1549.8,1198.78,16.376,26.267,1.2928143612672884,0.0015389082462253193,16.295973674022456,0.001989522681392749
100,25424.2,2.3678,1549.8,1198.78,9.342,13.243,1.2928143612672884,0.0015278100400051618,16.404826429216673,0.0019751747610070236
101,25207.1,2.4076,1542.63,1191.5,12.271,16.121,1.2946957616449855,0.0015607112528603748,16.34034084647647,0.0020206462442299623
102,25948.8,2.457,1559.5,1202.27,34.044,25.387,1.2971295965132625,0.0015755049695415197,16.63917922411029,0.002043634125446031
103,26639.8,2.416,1568.96,1204.29,30.657,26.204,1.3028091240481945,0.0015398735468080767,16.97927289414644,0.0020061613066620168
104,26365.6,2.4255,1544.48,1196.02,67.398,37.875,1.2913496429825588,0.0015704314720812183,17.07085880037294,0.0020279761208006554
105,25556.3,2.4505,1545.27,1197.51,74.252,21.327,1.2904025853646317,0.0015858070110724987,16.53840429180661,0.0020463294669773114
106,25026.1,2.4565,1531.12,1197.26,8.784,60.939,1.2788533818886456,0.0016043811066408906,16.344963164219656,0.0020517682040659506
107,24701.5,2.462,1527.68,1194.67,55.66,36.71,1.2787464320691069,0.0016115940511101802,16.169289379974863,0.002060820142800941
108,24483.6,2.4961,1539.46,1200.93,19.232,41.388,1.2818898686851024,0.001621412703155652,15.904018292128407,0.0020784725171325556
109,24950.9,2.4733,1521.02,1198.11,11.926,73.378,1.2695161546101779,0.0016260798674573643,16.404057803316196,0.0020643346604235007
110,24901.8,2.444,1529.13,1200.82,12.317,18.389,1.2734048400259823,0.001598294455016905,16.284946342037628,0.0020352758948052165
111,25744.2,2.4343,1524.42,1203.91,25.359,23.362,1.266224219418395,0.0015968696291048397,16.887865548864486,0.002021994999626218
112,25481.4,2.4233,1529.49,1206.58,45.621,17.975,1.2676241940028843,0.0015843843372627476,16.660063158307672,0.002008403918513484
113,25750.5,2.4051,1537.42,1210.96,12.628,16.997,1.2695877650789456,0.0015643740812530083,16.749164184152672,0.0019861101935654355
114,26092.9,2.383,1538.13,1216.96,30.835,40.128,1.2639117144359717,0.0015492838706741303,16.964040750781795,0.001958158033131738
115,26045.5,2.389,1537.31,1216.1,31.124,14.723,1.264131239207302,0.0015540131788643798,16.9422562788247,0.0019644766055423074
116,25721.7,2.371,1536.48,1213.61,13.883,29.098,1.2660409851599774,0.0015431375611787983,16.74066697906904,0.0019536753981921704
117,25678.3,2.3851,1534.36,1213.88,18.189,26.258,1.2640129172570598,0.0015544591881957298,16.73551187465784,0.0019648564932283254
118,24815.6,2.4047,1515.95,1200.73,17.882,15.288,1.26252363145753,0.0015862660377980804,16.369669184339852,0.00200269835849858
119,24916.9,2.379,1500.18,1191.57,37.215,16.444,1.258994435912284,0.0015858097028356596,16.609273553840207,0.001996525592285808
120,25225.8,2.3751,1493.75,1190.69,26.118,39.516,1.254524687366149,0.0015900251046025106,16.887564853556484,0.001994725747255793
121,25261.0,2.3696,1508.61,1201.57,10.309,23.588,1.2555323451817206,0.0015707174153691149,16.74455293283221,0.0019720865201361556
122,25126.4,2.3525,1504.11,1199.85,4.496,16.795,1.253581697712214,0.0015640478422455806,16.705161191668164,0.00196066174938534
123,25051.2,2.3325,1493.52,1191.33,17.766,25.443,1.2536576767142606,0.0015617467459424716,16.773260485296483,0.0019578957971342955
124,25311.4,2.3565,1490.53,1194.44,18.909,25.368,1.2478902247078127,0.001580981261698859,16.981476387593677,0.0019728910619202303
125,25044.5,2.3665,1490.53,1194.44,18.707,21.965,1.2478902247078127,0.0015876902846638443,16.80241256465821,0.001981263186095576
126,24674.8,2.3773,1506.35,1204.99,8.944,23.902,1.2500933617706371,0.0015781856806187141,16.380522454940753,0.0019728794429829293
127,24516.9,2.3939,1498.05,1194.94,9.716,25.946,1.25366127169565,0.0015980107473048295,16.36587563832983,0.0020033641856494885
128,24449.5,2.3773,1503.78,1197.87,8.742,33.536,1.2553782964762454,0.0015808828419050659,16.258694755881844,0.0019846060089993072
129,24422.9,2.3749,1533.27,1211.86,122.255,36.169,1.265220404997277,0.0015489118028788145,15.928636182798856,0.0019597148185433962
130,25015.6,2.3405,1547.66,1219.44,10.276,37.313,1.269156334054976,0.0015122830595867308,16.163498442810436,0.0019193236239585382
131,25536.3,2.3395,1555.59,1222.21,19.942,49.093,1.2727681822272767,0.001503930984385346,16.415829363778375,0.0019141555051914157
132,25855.9,2.3556,1557.62,1223.29,14.457,45.838,1.2733039589958226,0.0015123072379656143,16.59961993297467,0.0019256267933196543
133,25919.9,2.336,1573.44,1226.5,20.058,26.781,1.2828699551569507,0.0014846451088061825,16.47339587146634,0.0019046066041581735
134,25221.5,2.3395,1577.82,1227.92,8.735,20.248,1.2849534171607269,0.0014827420111292798,15.98502997807101,0.0019052544139683367
135,25321.1,2.3352,1570.09,1221.13,53.46,28.086,1.2857681000384888,0.0014873032756084047,16.127164684826983,0.0019123271068600392
136,25270.6,2.343,1590.49,1229.35,38.006,22.625,1.2937649977630457,0.001473130921917145,15.888562644216561,0.0019058852238988085
137,25704.8,2.3394,1602.75,1235.2,16.47,17.502,1.2975631476683938,0.0014596162845109967,16.03793479956325,0.0018939443005181345
138,25842.4,2.357,1601.89,1227.04,8.03,28.471,1.3054912635284914,0.0014713869241957938,16.132443551055317,0.0019208827748076675
139,25391.2,2.3963,1600.76,1233.68,8.603,24.445,1.2975487970948705,0.0014969764361928086,15.861965566355982,0.0019423999740613449
140,24530.8,2.487,1593.57,1229.03,9.583,38.75,1.2966078940302515,0.0015606468495265348,15.393613082575602,0.002023547024889547
141,24868.5,2.431,1598.93,1231.16,18.491,75.532,1.2987182819454823,0.0015203917619908314,15.55321371166968,0.001974560577016797
142,25337.8,2.4405,1611.95,1236.79,9.161,61.512,1.3033336297997236,0.0015140047768231026,15.718725766928253,0.0019732533413109746
143,26068.4,2.4081,1618.64,1243.72,14.789,38.668,1.3014504872479338,0.001487730440369693,16.105125290367223,0.00193620750651272
144,26042.4,2.3787,1605.14,1234.18,126.296,155.366,1.3005720397348848,0.0014819268101224814,16.224379181878216,0.0019273525741788067
145,26298.1,2.3693,1610.11,1235.35,17.691,64.544,1.30336341927389,0.001471514368583513,16.333107675873077,0.0019179179989476667
146,26788.5,2.339,1627.01,1244.12,20.385,61.505,1.3077597016364981,0.001437606406844457,16.46486499775662,0.0018800437256856254
147,26714.1,2.3115,1627.19,1245.05,23.388,45.003,1.3069274326332276,0.0014205470780916795,16.417320657083682,0.0018565519457049919
148,26469.9,2.3038,1608.74,1235.86,43.79,28.363,1.3017170229637662,0.0014320524136902171,16.453808570682646,0.0018641270046769053
149,26517.9,2.3124,1601.59,1226.42,99.018,38.91,1.305906622527356,0.0014438152086364176,16.55723374896197,0.0018854878426640136
150,26711.2,2.3289,1589.97,1223.13,17.107,15.629,1.299919060116259,0.0014647446178229777,16.799813832965402,0.0019040494469107943
151,27291.4,2.2875,1601.14,1231.38,15.207,20.835,1.3002809855609154,0.0014286695729292878,17.04498045142836,0.0018576718803293864
152,27116.9,2.2783,1585.71,1229.13,20.536,21.161,1.2901076371091746,0.0014367696489269793,17.10079396610982,0.0018535874968473637
153,26633.1,2.3651,1600.65,1237.81,32.381,24.219,1.2931306097058517,0.001477587230187736,16.63892793552619,0.0019107132758662477
154,26950.7,2.3732,1591.75,1230.39,42.04,21.596,1.2936954949243735,0.0014909376472436,16.931490497879693,0.00192881931745219
155,27375.0,2.333,1600.71,1233.87,13.347,103.529,1.2973084684772302,0.001457478244029212,17.101786082425924,0.00189079886860042
156,27080.1,2.347,1574.01,1219.34,21.6,27.72,1.2908704709104926,0.001491095990495613,17.20452856080965,0.0019248117834238195
157,27416.1,2.3545,1582.29,1220.24,20.816,19.356,1.2967039270963088,0.0014880331671185433,17.326849060538837,0.0019295384514521731
158,26899.7,2.3976,1575.76,1219.02,32.856,17.643,1.292644911486276,0.0015215515053053766,17.070937198558156,0.0019668258108972783
159,26643.8,2.4486,1573.72,1219.71,15.507,15.043,1.2902411228898671,0.0015559311694583534,16.930457768853415,0.00200752637922129
160,27260.7,2.3731,1575.59,1221.73,23.422,34.841,1.2896384634902964,0.0015061659441859875,17.301899605861934,0.0019424095340214286
161,26769.3,2.4005,1571.3,1217.57,20.242,18.162,1.2905212841972125,0.0015277159040285116,17.036402978425507,0.00197154989035538
162,26712.4,2.4528,1561.71,1209.59,10.427,16.862,1.291106903992262,0.0015705860883262577,17.104584077709692,0.0020277945419522317
163,27401.6,2.4005,1565.88,1212.4,15.701,20.87,1.2915539425932037,0.0015330038061665005,17.49916979589751,0.001979957109864731
164,27094.6,2.4025,1558.84,1205.1,20.139,25.771,1.2935358061571653,0.0015412101306099407,17.381257858407533,0.00199361048875612
165,27384.8,2.3883,1571.52,1212.28,36.532,27.474,1.2963341802223909,0.0015197388515577276,17.425677051517003,0.0019700894182862047
166,27603.7,2.383,1565.73,1208.41,14.925,21.681,1.2956943421520841,0.0015219737758106443,17.62992342230142,0.001972012810221696
167,28044.8,2.357,1581.71,1220.33,77.195,26.541,1.2961330132013473,0.0014901593844636502,17.730683880104444,0.0019314447731351358
168,27962.2,2.3561,1577.25,1221.59,99.459,95.043,1.291145146898714,0.0014938025043588524,17.728451418608337,0.0019287158539280775
169,28319.1,2.3305,1573.12,1218.02,202.316,25.338,1.2915387267860954,0.0014814508746948739,18.001868897477625,0.0019133511764995647
170,28522.0,2.3341,1573.12,1218.02,46.639,21.98,1.2915387267860954,0.0014837393205858421,18.130848250610253,0.0019163067929919048
171,28854.9,2.324,1597.27,1233.39,41.168,26.455,1.2950242826680936,0.0014549825639998246,18.065136138536378,0.0018842377512384564
172,28828.1,2.319,1597.68,1231.67,49.315,21.639,1.2971656368994942,0.0014514796454859545,18.04372590255871,0.0018828095187834403
173,29307.9,2.309,1607.83,1241.48,33.657,25.343,1.2950913425911008,0.001436097099817767,18.228233084343497,0.001859876921094178
174,29086.5,2.3189,1612.2,1240.56,37.728,26.232,1.2995743857612692,0.0014383451184716537,18.041496092296242,0.0018692364738505194
175,28873.3,2.333,1607.38,1231.2,37.41,27.772,1.3055393112410656,0.0014514302778434471,17.962958354589453,0.0018948992852501625
176,29050.0,2.3205,1589.63,1227.16,64.538,21.21,1.2953730564881516,0.0014597736580210488,18.274692853053853,0.0018909514651716157
177,29366.2,2.3005,1588.55,1227.73,62.08,18.887,1.2938919795068948,0.0014481760095684745,18.486166629945547,0.0018737833236949493
178,29815.8,2.2988,1599.44,1237.91,82.035,26.805,1.2920486949778256,0.0014372530385634971,18.641399489821435,0.0018570009128288808
179,30076.0,2.294,1586.05,1231.02,137.291,35.527,1.2884031128657536,0.0014463604552189403,18.962832193184326,0.001863495312830011
180,30059.0,2.297,1578.2,1221.35,86.47,33.293,1.2921766897285791,0.0014554555823089595,19.046381954124953,0.0018807057763949731
181,30837.3,2.275,1561.84,1210.2,75.998,40.355,1.2905635432159972,0.001456615274291861,19.74421195512985,0.0018798545694926458
182,30678.4,2.2748,1567.36,1214.62,107.649,51.299,1.290411816041231,0.0014513576970191916,19.573295222539816,0.0018728491215359538
183,31294.1,2.2645,1571.75,1215.29,116.269,171.854,1.2933127072550585,0.0014407507555272785,19.910354700174963,0.0018633412601107555
184,31141.2,2.2486,1572.86,1215.63,165.082,50.828,1.2938640869343465,0.0014296250143051514,19.799092099741873,0.0018497404637924369
185,30874.9,2.2601,1568.84,1215.66,78.768,98.742,1.2905253113535033,0.0014406185461869917,19.680082098875605,0.0018591546978595987
186,31317.2,2.2272,1568.81,1216.89,77.156,80.634,1.289196229733172,0.0014196747853468551,19.962391876645356,0.001830239380716416
187,31208.8,2.214,1589.93,1227.68,56.687,137.195,1.2950687475563665,0.0013925141358424585,19.629040272213242,0.0018034015378600285
188,31583.8,2.2275,1601.66,1228.81,119.545,57.717,1.3034236375029502,0.001390744602474932,19.71941610579024,0.0018127293885954706
189,31856.1,2.2365,1605.59,1226.7,134.445,28.12,1.3088693242031466,0.0013929458952783712,19.840743900995896,0.0018231841526045486
190,31283.8,2.2625,1595.54,1214.47,171.739,37.262,1.3137747330111076,0.0014180152174185544,19.607029594996053,0.001862952563669749
191,30163.5,2.2678,1571.52,1196.39,77.31,39.31,1.3135516010665418,0.0014430614946039503,19.193837813072694,0.0018955357366744956
192,29227.4,2.2905,1552.94,1191.49,73.218,56.83,1.3033596589144685,0.0014749442992002268,18.82068850052159,0.0019223828987234473
193,29973.0,2.2499,1555.92,1195.9,73.857,90.566,1.3010452378961452,0.0014460255025965344,19.263843899429276,0.0018813445940296008
194,30277.2,2.2415,1546.99,1187.33,90.5,41.968,1.3029149436129805,0.0014489427856676513,19.571684367707615,0.0018878492078866027
195,30614.2,2.2335,1539.31,1184.87,100.297,21.727,1.2991383020922127,0.0014509747874047463,19.888261623714524,0.0018850169216876114
196,29880.0,2.2685,1533.8,1176.84,119.028,19.64,1.3033207572822134,0.00147900638935976,19.481027513365497,0.0019276197274055947
197,29770.2,2.245,1544.29,1186.57,157.167,29.515,1.3014739964772413,0.0014537424965518136,19.277596824430645,0.0018920080568360907
198,30241.6,2.236,1549.88,1190.1,398.676,52.847,1.3023107301907404,0.001442692337471288,19.512220300926522,0.0018788337114528195
199,29067.9,2.242,1538.43,1178.14,94.759,96.011,1.305812551988728,0.0014573298752624429,18.894522337707922,0.001902999643505865
200,29297.1,2.2383,1569.61,1195.76,19.404,25.286,1.3126463504382149,0.0014260230248278236,18.66520982919324,0.0018718639191811067
201,28344.1,2.2595,1555.59,1177.8,21.996,129.099,1.320759042282221,0.0014525035517070695,18.22080368220418,0.0019184071998641537
202,29175.8,2.265,1565.12,1179.59,79.002,210.312,1.326833899914377,0.0014471733796769578,18.641254344714785,0.0019201586992090474
203,29835.0,2.261,1590.65,1199.38,107.631,169.667,1.3262268838900098,0.0014214314902712727,18.756483198692358,0.001885140656005603
204,29498.0,2.2635,1585.82,1196.54,163.022,149.008,1.3253380580674277,0.0014273372766139916,18.60110226885775,0.0018917044143948387
205,29730.0,2.2868,1575.14,1191.38,25.776,58.331,1.322113851164196,0.0014518074583846515,18.874512741724544,0.0019194547499538348
206,29132.5,2.2895,1543.38,1178.9,30.196,17.153,1.3091695648485877,0.0014834324664049034,18.875779134108253,0.0019420646365255745
207,29318.2,2.265,1557.11,1198.41,27.472,20.392,1.2993132567318362,0.0014546178497344441,18.82859913557809,0.0018900042556387214
208,30193.5,2.2518,1579.18,1207.01,27.31,67.482,1.3083404445696392,0.001425929912992819,19.119733026000834,0.0018656017762901714
209,30899.7,2.243,1576.52,1202.76,63.043,34.952,1.3107519372110812,0.0014227539136833023,19.599941643620127,0.001864877448535036
